"","raw.x","raw.y","pass"
"13911","Irish Republican Army  IRA ","Irish Republican Army (IRA)","Partial"
"14011","Irish Republican Army  IRA ","Irish Republican Army (IRA)","Partial"
"1412","Irish Republican Army  IRA ","Irish Republican Army (IRA)","Partial"
"1422","Irish Republican Army  IRA ","Irish Republican Army (IRA)","Partial"
"1432","Irish Republican Army  IRA ","Irish Republican Army (IRA)","Partial"
"1442","Ku Klux Klan  KKK ","Ku Klux Klan (KKK)","Partial"
"1452","Ku Klux Klan  KKK ","Ku Klux Klan (KKK)","Partial"
"1462","Karenni National Progressive Party  KNPP ","Karenni National Progressive Party (KNPP)","Partial"
"1472","Kayin National Union  KNU ","Kayin National Union (KNU)","Partial"
"1481","Kayin National Union  KNU ","Kayin National Union (KNU)","Partial"
"1491","Liberation Tigers of Tamil Eelam  LTTE ","Liberation Tigers of Tamil Eelam (LTTE)","Partial"
"1501","Liberation Tigers of Tamil Eelam  LTTE ","Liberation Tigers of Tamil Eelam (LTTE)","Partial"
"1511","April 19 Movement  M 19 ","April 19 Movement (M-19)","Partial"
"1521","Moro National Liberation Front  MNLF ","Moro National Liberation Front (MNLF)","Partial"
"1531","Moro National Liberation Front  MNLF ","Moro National Liberation Front (MNLF)","Partial"
"1541","Moro National Liberation Front  MNLF ","Moro National Liberation Front (MNLF)","Partial"
"15511","Oromo Liberation Front  OLF ","Oromo Liberation Front (OLF)","Partial"
"1562","Oromo Liberation Front  OLF ","Oromo Liberation Front (OLF)","Partial"
"1571","Oromo Liberation Front  OLF ","Oromo Liberation Front (OLF)","Partial"
"1581","Revolutionary Organization of People in Arms  ORPA ","Revolutionary Organization of People in Arms (ORPA)","Partial"
"1591","Revolutionary Organization of People in Arms  ORPA ","Revolutionary Organization of People in Arms (ORPA)","Partial"
"1601","Revolutionary Organization of People in Arms  ORPA ","Revolutionary Organization of People in Arms (ORPA)","Partial"
"1611","Revolutionary Organization of People in Arms  ORPA ","Revolutionary Organization of People in Arms (ORPA)","Partial"
"1621","Palestinian Islamic Jihad  PIJ ","Palestinian Islamic Jihad (PIJ)","Partial"
"1631","Palestinian Islamic Jihad  PIJ ","Palestinian Islamic Jihad (PIJ)","Partial"
"1641","Palestinian Islamic Jihad  PIJ ","Palestinian Islamic Jihad (PIJ)","Partial"
"1652","Palestinian Islamic Jihad  PIJ ","Palestinian Islamic Jihad (PIJ)","Partial"
"1662","Palestinian Islamic Jihad  PIJ ","Palestinian Islamic Jihad (PIJ)","Partial"
"1672","Kurdistan Workers  Party  PKK ","Kurdistan Workers' Party (PKK)","Partial"
"1682","Kurdistan Workers  Party  PKK ","Kurdistan Workers' Party (PKK)","Partial"
"1692","Kurdistan Workers  Party  PKK ","Kurdistan Workers' Party (PKK)","Partial"
"1701","Kurdistan Workers  Party  PKK ","Kurdistan Workers' Party (PKK)","Partial"
"1711","Kurdistan Workers  Party  PKK ","Kurdistan Workers' Party (PKK)","Partial"
"1721","Kurdistan Workers  Party  PKK ","Kurdistan Workers' Party (PKK)","Partial"
"1731","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1741","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1751","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1761","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1771","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1781","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1791","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1801","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1812","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1821","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1831","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1841","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1851","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1861","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1871","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1881","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1891","Palestine Liberation Organization  PLO ","Palestine Liberation Organization (PLO)","Partial"
"1901","Patriotic Union of Kurdistan  PUK ","Patriotic Union of Kurdistan (PUK)","Partial"
"1912","Patriotic Union of Kurdistan  PUK ","Patriotic Union of Kurdistan (PUK)","Partial"
"1922","Patriotic Union of Kurdistan  PUK ","Patriotic Union of Kurdistan (PUK)","Partial"
"1932","Pattani United Liberation Organization  PULO ","Pattani United Liberation Organization (PULO)","Partial"
"1942","Pattani United Liberation Organization  PULO ","Pattani United Liberation Organization (PULO)","Partial"
"1952","Tamil Eelam Liberation Organization  TELO ","Tamil Eelam Liberation Organization (TELO)","Partial"
"1962","Tamil Eelam Liberation Organization  TELO ","Tamil Eelam Liberation Organization (TELO)","Partial"
"1972","Tamil Eelam Liberation Organization  TELO ","Tamil Eelam Liberation Organization (TELO)","Partial"
"1982","Tamil Eelam Liberation Organization  TELO ","Tamil Eelam Liberation Organization (TELO)","Partial"
"19911","Terra Lliure  TK ","Terra Lliure (TK)","Partial"
"20011","Tigray Peoples Liberation Front  TPLF ","Tigray Peoples Liberation Front (TPLF)","Partial"
"2012","Ulster Defense Association   Ulster Freedom Fighters  UDA ","Ulster Defense Association / Ulster Freedom Fighters (UDA)","Partial"
"2022","Ulster Defense Association   Ulster Freedom Fighters  UDA ","Ulster Defense Association / Ulster Freedom Fighters (UDA)","Partial"
"2032","Ulster Defense Association   Ulster Freedom Fighters  UDA ","Ulster Defense Association / Ulster Freedom Fighters (UDA)","Partial"
"20411","Ulster Defense Association   Ulster Freedom Fighters  UDA ","Ulster Defense Association / Ulster Freedom Fighters (UDA)","Partial"
"20511","Ulster Defense Association   Ulster Freedom Fighters  UDA ","Ulster Defense Association / Ulster Freedom Fighters (UDA)","Partial"
"2061","Ulster Defense Association   Ulster Freedom Fighters  UDA ","Ulster Defense Association / Ulster Freedom Fighters (UDA)","Partial"
"2071","United Liberation Front of Assam  ULFA ","United Liberation Front of Assam (ULFA)","Partial"
"2081","United Liberation Front of Assam  ULFA ","United Liberation Front of Assam (ULFA)","Partial"
"2091","United Liberation Front of Assam  ULFA ","United Liberation Front of Assam (ULFA)","Partial"
"2101","United Liberation Front of Assam  ULFA ","United Liberation Front of Assam (ULFA)","Partial"
"2111","Guatemalan National Revolutionary Unity  URNG ","Guatemalan National Revolutionary Unity (URNG)","Partial"
"2121","Ulster Volunteer Force  UVF ","Ulster Volunteer Force (UVF)","Partial"
"2131","Ulster Volunteer Force  UVF ","Ulster Volunteer Force (UVF)","Partial"
"2141","Ulster Volunteer Force  UVF ","Ulster Volunteer Force (UVF)","Partial"
"2151","Ulster Volunteer Force  UVF ","Ulster Volunteer Force (UVF)","Partial"
"21611","Ulster Volunteer Force  UVF ","Ulster Volunteer Force (UVF)","Partial"
"2171","New Red Brigades   Communist Combatant Party","New Red Brigades / Communist Combatant Party","Partial"
"2181","New Red Brigades   Communist Combatant Party","New Red Brigades / Communist Combatant Party","Partial"
"2191","New Red Brigades   Communist Combatant Party","New Red Brigades / Communist Combatant Party","Partial"
"2201","al Badr","al-Badr","Partial"
"22111","al Barq","al-Barq","Partial"
"2221","al Barq","al-Barq","Partial"
"2231","al Fatah","al-Fatah","Partial"
"2241","al Fatah","al-Fatah","Partial"
"22511","al Fatah","al-Fatah","Partial"
"22611","al Fatah","al-Fatah","Partial"
"22711","al Fatah","al-Fatah","Partial"
"2281","al Fatah","al-Fatah","Partial"
"2291","al Fatah","al-Fatah","Partial"
"23011","al Fatah","al-Fatah","Partial"
"23111","al Fatah","al-Fatah","Partial"
"2322","al Fatah","al-Fatah","Partial"
"2332","al Fatah","al-Fatah","Partial"
"2341","al Fatah","al-Fatah","Partial"
"2351","al Fatah","al-Fatah","Partial"
"2361","al Fatah","al-Fatah","Partial"
"237","al Fatah","al-Fatah","Partial"
"2381","al Fatah","al-Fatah","Partial"
"2391","al Fatah","al-Fatah","Partial"
"2401","al Fatah","al-Fatah","Partial"
"2411","al Fatah","al-Fatah","Partial"
"2421","al Fatah","al-Fatah","Partial"
"2431","as Saiqa","as-Saiqa","Partial"
"2441","as Saiqa","as-Saiqa","Partial"
"2451","as Saiqa","as-Saiqa","Partial"
